a01er	{"startTime":750.28,"endTime":1050.12,"SDNN":82.8047492963034,"SDNNIDX":0,"pNN50":36.4457831325301,"SDSD":70.4366008931808,"rMSSD":70.3305448732451,"IRRR":72.5000000000762,"MADRR":39.9999999999636,"TINN":113.111413043478,"HRVi":14.4782608695652,"NN50":121,"meanRR":903.333333333333,"meanHR":66.985617251538,"ULF":1025.07902630706,"VLF":907.651224968925,"LF":2374.12233413823,"HF":1413.09401679389,"LFHF":5.44431155894924,"TP":4694.86757590105,"LFnu":0.626877926726817,"HFnu":0.373122073273183,"SD1":7.38465827073467,"SD2":17.4593509945298,"SD12":0.422962931041845,"label":1}
a01er	{"startTime":1051.08,"endTime":1349.91,"SDNN":82.5550341956076,"SDNNIDX":0,"pNN50":42.638036809816,"SDSD":67.977260723416,"rMSSD":67.8730319512604,"IRRR":89.9999999998613,"MADRR":40.000000000191,"TINN":111.073369565217,"HRVi":14.2173913043478,"NN50":139,"meanRR":916.727828746178,"meanHR":65.9941935459765,"ULF":1734.78260188103,"VLF":747.528333996615,"LF":1919.13146236578,"HF":1317.34767654403,"LFHF":4.24773097603758,"TP":3984.00747290642,"LFnu":0.592968896135766,"HFnu":0.407031103864234,"SD1":7.05157846977233,"SD2":17.1579886177703,"SD12":0.410979318547227,"label":1}
a01er	{"startTime":1350.81,"endTime":1649.97,"SDNN":86.7377542594349,"SDNNIDX":0,"pNN50":48.2866043613707,"SDSD":70.6669247409041,"rMSSD":70.5607270326568,"IRRR":99.9999999999091,"MADRR":49.9999999999545,"TINN":132.401315789474,"HRVi":16.9473684210526,"NN50":155,"meanRR":931.552795031056,"meanHR":64.9730959848919,"ULF":1912.2956424792,"VLF":1366.49187956827,"LF":1970.68339386656,"HF":1116.78849034454,"LFHF":5.38064396543587,"TP":4453.96376377938,"LFnu":0.638283834727163,"HFnu":0.361716165272837,"SD1":7.16395730459122,"SD2":17.0864755254872,"SD12":0.419276479453299,"label":1}
a01er	{"startTime":1650.8,"endTime":1949.29,"SDNN":98.7978779893491,"SDNNIDX":0,"pNN50":46.984126984127,"SDSD":93.0720377226349,"rMSSD":92.9242736582886,"IRRR":95.0000000000273,"MADRR":49.9999999999545,"TINN":117.559523809524,"HRVi":15.047619047619,"NN50":148,"meanRR":947.088607594937,"meanHR":64.0799556085957,"ULF":1495.58526662434,"VLF":1601.15174823731,"LF":3092.13963580838,"HF":1592.70318518092,"LFHF":6.8146311426982,"TP":6285.9945692266,"LFnu":0.660030603792042,"HFnu":0.339969396207957,"SD1":10.5916193233136,"SD2":18.9040150317883,"SD12":0.560284114538794,"label":1}
a01er	{"startTime":1950.46,"endTime":2250.22,"SDNN":96.1286658857965,"SDNNIDX":0,"pNN50":42.8125,"SDSD":87.0555438303364,"rMSSD":86.9195029898175,"IRRR":80.000000000382,"MADRR":39.9999999999636,"TINN":131.990131578947,"HRVi":16.8947368421053,"NN50":137,"meanRR":936.57320872274,"meanHR":64.7568601846602,"ULF":3057.777693029,"VLF":1287.04283562569,"LF":1734.3440210476,"HF":1344.95385314001,"LFHF":4.54704089319312,"TP":4366.34070981331,"LFnu":0.563227103030804,"HFnu":0.436772896969196,"SD1":9.05981390522273,"SD2":18.7536466499565,"SD12":0.483096118548429,"label":1}
a01er	{"startTime":2251.15,"endTime":2550.18,"SDNN":120.490138538531,"SDNNIDX":0,"pNN50":50.8038585209003,"SDSD":94.2970432842794,"rMSSD":94.1487500621244,"IRRR":100.000000000364,"MADRR":50.0000000001819,"TINN":135.416666666667,"HRVi":17.3333333333333,"NN50":158,"meanRR":961.826923076922,"meanHR":63.4408706690735,"ULF":4330.82743923572,"VLF":2232.31257033682,"LF":3274.93291190604,"HF":1712.97908258634,"LFHF":6.20999028769783,"TP":7220.2245648292,"LFnu":0.656573916204255,"HFnu":0.343426083795745,"SD1":8.47490499360372,"SD2":24.7468816776326,"SD12":0.342463551731601,"label":1}
a01er	{"startTime":2550.98,"endTime":2850.14,"SDNN":109.568915946494,"SDNNIDX":0,"pNN50":48.3974358974359,"SDSD":85.5099209117066,"rMSSD":85.3762412155916,"IRRR":99.9999999994543,"MADRR":49.9999999997272,"TINN":163.020833333333,"HRVi":20.8666666666667,"NN50":151,"meanRR":958.274760383387,"meanHR":63.4506709575803,"ULF":3207.08001620414,"VLF":2322.90587457395,"LF":3151.75806274869,"HF":1310.94750553076,"LFHF":7.87427640472232,"TP":6785.61144285341,"LFnu":0.706243782953357,"HFnu":0.293756217046643,"SD1":7.70620594626443,"SD2":21.1162755494776,"SD12":0.364941531862852,"label":1}
a01er	{"startTime":2851.13,"endTime":3150.05,"SDNN":112.051847163071,"SDNNIDX":0,"pNN50":48.2200647249191,"SDSD":84.6783814041296,"rMSSD":84.5414051866738,"IRRR":90.0000000006003,"MADRR":49.9999999997272,"TINN":151.3671875,"HRVi":19.375,"NN50":149,"meanRR":967.58064516129,"meanHR":62.8738924747466,"ULF":3290.91220081554,"VLF":2043.98351789973,"LF":3856.38865784098,"HF":1475.60345515812,"LFHF":8.79675885199908,"TP":7375.97563089883,"LFnu":0.723254756592629,"HFnu":0.276745243407371,"SD1":7.91052113259557,"SD2":21.5651828394143,"SD12":0.366819107980743,"label":1}
a01er	{"startTime":3150.91,"endTime":3450,"SDNN":112.4514624056,"SDNNIDX":0,"pNN50":50.9677419354839,"SDSD":86.37798129725,"rMSSD":86.2386037351644,"IRRR":97.5000000000819,"MADRR":50.0000000001819,"TINN":127.878289473684,"HRVi":16.3684210526316,"NN50":158,"meanRR":964.372990353698,"meanHR":63.1211870556962,"ULF":3863.65853462803,"VLF":2275.86237903535,"LF":3111.67675991399,"HF":1169.54543145383,"LFHF":7.03172675485925,"TP":6557.08457040317,"LFnu":0.726819730633937,"HFnu":0.273180269366063,"SD1":8.54723468991735,"SD2":22.2766465574364,"SD12":0.383685877848796,"label":1}
a01er	{"startTime":3450.78,"endTime":3749.49,"SDNN":120.924748980559,"SDNNIDX":0,"pNN50":49.0196078431373,"SDSD":83.0213575244549,"rMSSD":82.8870402288834,"IRRR":99.9999999994543,"MADRR":49.9999999997272,"TINN":141.084558823529,"HRVi":18.0588235294118,"NN50":150,"meanRR":975.570032573288,"meanHR":62.5290187005525,"ULF":4958.79665764992,"VLF":2746.00724540311,"LF":3287.94544087559,"HF":1184.53272229717,"LFHF":9.48648989435342,"TP":7218.48540857587,"LFnu":0.735150697425235,"HFnu":0.264849302574765,"SD1":7.68359579137226,"SD2":24.3383726671932,"SD12":0.31569883066707,"label":1}
