SDNN,pNN50,SDSD,rMSSD,IRRR,MADRR,TINN,HRVi,NN50,meanRR,meanHR,ULF,VLF,LF,HF,LFHF,TP,LFnu,HFnu,SD1,SD2,SD12,ApEn,label
86.7377542594349,48.2866043613707,70.6669247409041,70.5607270326568,99.9999999999091,49.9999999999545,132.401315789474,16.9473684210526,155,931.552795031056,64.9730959848919,1912.2956424792,1366.49187956827,1970.68339386656,1116.78849034454,5.38064396543587,4453.96376377938,0.638283834727163,0.361716165272837,7.16395730459122,17.0864755254872,0.419276479453299,2.02553792896432,1
96.1286658857965,42.8125,87.0555438303364,86.9195029898175,80.000000000382,39.9999999999636,131.990131578947,16.8947368421053,137,936.57320872274,64.7568601846602,3057.777693029,1287.04283562569,1734.3440210476,1344.95385314001,4.54704089319312,4366.34070981331,0.563227103030804,0.436772896969196,9.05981390522273,18.7536466499565,0.483096118548429,1.98215263360085,1
112.4514624056,50.9677419354839,86.37798129725,86.2386037351644,97.5000000000819,50.0000000001819,127.878289473684,16.3684210526316,158,964.372990353698,63.1211870556962,3863.65853462803,2275.86237903535,3111.67675991399,1169.54543145383,7.03172675485925,6557.08457040317,0.726819730633937,0.273180269366063,8.54723468991735,22.2766465574364,0.383685877848796,2.15137591069242,1
110.872202517218,50,81.3590800426999,81.228155494477,97.4999999997408,49.9999999999545,157.8125,20.2,151,990.264026402639,61.387004110287,3615.68676611518,1853.73742490242,3758.64989369418,1210.35619511595,8.57379582450913,6822.74351371255,0.756418854498571,0.243581145501429,7.45916479161704,20.5404808874604,0.363144603696729,2.21735246124742,1
204.211139285276,43.3447098976109,85.8050353469615,85.6634417705601,80.0000000008367,39.9999999999636,208.806818181818,26.7272727272727,127,1021.49659863945,61.3660280970096,23765.0327040385,5675.11365361264,6584.95115984938,1140.19756460357,10.2657358444047,13400.2623780656,0.852404451322158,0.147595548677842,7.84317673226639,40.0564188633993,0.195803243395603,1.84709202166507,1
93.6825680249976,37.3456790123457,57.1773931760969,57.0899225718787,70.0000000006185,39.9999999990541,141.059027777778,18.0555555555556,121,921.507692307692,65.8140956080799,2842.92725278803,1789.70852031922,2492.94032268302,667.861674371607,12.7554844221777,4950.51051737385,0.788704994810194,0.211295005189806,6.01929271356603,20.3814439886646,0.295332004784044,2.10838579566665,1
117.373271926512,39.3491124260355,53.5005703557907,53.4214016462431,79.9999999987904,39.9999999990541,155.790441176471,19.9411764705882,133,885.811209439525,69.0103277201416,6838.84596409459,2649.23134723487,2341.92526119496,507.213838614577,13.4700431295969,5498.37044704441,0.821976456450132,0.178023543549869,5.84087653406957,29.0232068035024,0.201248489652243,2.09120170113548,1
138.056491340421,40.9785932721713,98.3130729370269,98.1635656795297,79.9999999981083,40.0000000008731,197.115384615385,25.2307692307692,134,916.249999999996,67.0615355687082,8266.14899835032,3394.21950808929,3538.4511235553,1690.03704159844,7.31245057554549,8622.70767324303,0.676763724385567,0.323236275614433,13.2569669991769,29.85287169196,0.444076775459673,1.99042267398519,1
221.166701878703,35.7664233576642,80.8448891336606,80.6972353654047,79.9999999976535,39.9999999990541,165.264423076923,21.1538461538462,98,1088.32727272728,58.0188242166371,28382.3488330013,4074.97243448197,5723.64899932178,825.643135480896,15.5529151725072,10624.2645692846,0.87393398882095,0.12606601117905,6.93186895212081,43.6599415573672,0.158769542625536,1.66862661945359,1
184.957329825557,37.2013651877133,93.5515178055073,93.3926351504702,70.000000001528,39.9999999990541,208.806818181818,26.7272727272727,109,1020.03401360544,60.7937304023533,23243.1352218385,2695.24600437277,6669.63136993561,1462.52193572365,18.3203526440725,10827.399310032,0.820155636428317,0.179844363571683,9.02441776309997,32.9501171586392,0.273881204113833,1.89870211323611,1
99.2970547931201,36.1842105263158,62.033179330346,61.9316261353666,70.0000000033469,39.9999999990541,132.378472222222,16.9444444444444,110,985.213114754098,61.5387130208281,3403.9047962311,1764.88241582523,2925.58254811591,720.079200801267,10.9897494418469,5410.5441647424,0.802483266305454,0.197516733694546,5.66043796185678,18.5709012346006,0.304801468186717,2.04215972494733,1
108.831121155628,44.8160535117057,84.7068523562681,84.5665715085379,90.0000000001455,40.0000000008731,130.208333333333,16.6666666666667,134,1002.36666666666,60.6074055552689,2762.75828994906,2273.20855220247,3688.79637629681,1239.35907336182,12.2251196947736,7201.36400186109,0.748514614439025,0.251485385560975,8.40920353942967,19.4572161135049,0.43218945045242,2.10834472123634,1
129.743276625267,46,68.9481410470731,68.8331315574189,90.0000000001455,49.9999999992724,146.97265625,18.8125,138,996.046511627911,61.3899704907252,5444.04205290166,4915.14844444545,3102.75513678971,715.840889237114,12.6600237858116,8733.74447047227,0.812538198762562,0.187461801237439,6.22535590001455,26.484282244305,0.235058509140953,2.06003625291622,1
131.885473610189,48.494983277592,86.468696860763,86.3240375844467,90.000000002874,49.9999999992724,130.208333333333,16.6666666666667,145,998.633333333328,61.2936527403015,5444.46310980343,4054.8721910799,3991.47300134228,946.641705226754,15.1979242631198,8992.98689764893,0.808298963981646,0.191701036018354,10.7282195791811,26.6312806167449,0.402842797294377,2.13777146477299,1
82.8047492963034,36.4457831325301,70.4366008931808,70.3305448732451,72.5000000000762,39.9999999999636,113.111413043478,14.4782608695652,121,903.333333333333,66.985617251538,1025.07902630706,907.651224968925,2374.12233413823,1413.09401679389,5.44431155894924,4694.86757590105,0.626877926726817,0.373122073273183,7.38465827073467,17.4593509945298,0.422962931041845,2.02454119760449,1
176.990818188758,37,77.6581997381601,77.5327887624544,69.999999999709,39.9999999972351,213.778409090909,27.3636363636364,111,995.016611295681,62.2684048241319,18418.6165430628,4318.75928643837,6444.38150179783,1166.99834731386,19.1531465209566,11930.1391355501,0.846677163609163,0.153322836390837,7.28401569847505,33.6341386371308,0.216566143615575,1.83667605908397,1
129.561077100817,55.7142857142857,96.1364238023975,95.965023389948,112.499999999272,59.9999999976717,137.20703125,17.5625,156,1068.11387900356,57.0846395019058,5359.88306160852,2398.10425702942,4478.46123712719,1538.90417872995,9.73642714386587,8415.46967288655,0.744256153253618,0.255743846746382,7.92572942767912,21.7017479313401,0.365211569720306,2.05633777164761,1
152.876816569851,46.9534050179211,97.9426329076609,97.7671874354512,90.0000000037835,49.9999999992724,128.676470588235,16.4705882352941,131,1070.07142857145,57.4268736565426,5073.6335212305,6129.37188888527,6295.30237950221,1398.65864340649,14.6073862047796,13823.332911794,0.818213448282101,0.181786551717899,9.58221564017183,27.754719103785,0.345246356280546,2.02540989832869,1
